Hochgeladen?,URL,Framework,ACCOUNT,VIEWS,LIKES,COMMENTS,SHARES,SAVES,PLATTFORM
TRUE,https://www.instagram.com/reel/C-5Z0jePV2f/,,Finanzfluss,138.836,1.646,13,0,,
TRUE,https://www.instagram.com/greator/reel/CttlYevK7ZS/,,Greator,138.000,2.398,19,,,
TRUE,https://www.instagram.com/greator/reel/CenwxiJLTqc/,,Greator,138.000,966,20,,,
TRUE,https://www.facebook.com/reel/256553923914145,,Fuat & Marta,138.000,2.302,35,442,,
TRUE,https://youtube.com/shorts/yBoIPdubg0M,,Finanzfluss,137.886,3.494,425,,,
TRUE,https://www.instagram.com/reel/DAx1ZDUpY3h/,,Finanzfluss,137.829,1.773,10,1,,
TRUE,https://youtube.com/shorts/dKcTrMxRYaU,,Greator,137.503,4.400,120,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7420087466553560352,,Fuat & Marta,137.200,3.091,35,696,1.342,
TRUE,https://www.instagram.com/greator/reel/C_YYAgOp8oX/,,Greator,136.000,3.649,24,,,
TRUE,https://www.instagram.com/greator/reel/C2NUkelN7U4/,,Greator,136.000,1.459,31,,,
TRUE,https://www.instagram.com/greator/reel/C2c1D3RtRHD/,,Greator,135.000,2.627,107,,,
TRUE,https://www.instagram.com/greator/reel/CvzzUh5KCxT/,,Greator,135.000,1.780,63,,,
TRUE,https://www.tiktok.com/@silkeschaefer.astrologie/video/7420459335471369504,,Silke Schäfer,134.700,5.602,190,981,1.571,
TRUE,https://www.instagram.com/reel/C_6Ex2XBlYV/,,Finanzfluss,134.334,1.881,11,2,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C8w7R-TK4Bl/,,Meet Your Master,134.000,1.424,21,,,
TRUE,https://www.facebook.com/reel/2013374105745582,,Fuat & Marta,134.000,1.800,36,214,,
TRUE,https://youtube.com/shorts/qLP1CMKB8VQ,,Greator,133.786,6.434,108,,,
TRUE,https://www.instagram.com/reel/DB4WNeOKB3Z/,,Finanzfluss,133.390,819,14,1,,
TRUE,https://www.instagram.com/greator/reel/CzRWjslN3I_/,,Greator,133.000,878,20,,,
TRUE,https://www.instagram.com/greator/reel/ClMMAKZsdNY/,,Greator,133.000,3.064,42,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C7Ex7RBtuZt/,,Meet Your Master,133.000,2.407,35,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/CzML1ZfocdO/,,Meet Your Master,133.000,1.923,26,,,
TRUE,https://www.facebook.com/reel/1169280444358211,,Fuat & Marta,133.000,618,3,29,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7232281223052201221,,Rafael Bettencourt,132.800,2.394,39,47,637,
TRUE,https://www.tiktok.com/@fuat_marta/video/7396337316609969440,,Fuat & Marta,132.800,3.377,38,640,1.011,
TRUE,https://youtube.com/shorts/h_kZip3iAHM,,Finanzfluss,132.506,2.236,153,,,
TRUE,https://www.instagram.com/reel/C_ECKddAveE/,,Finanzfluss,132.429,2.047,11,9,,
TRUE,https://www.instagram.com/greator/reel/Cl6zKb6ugkD/,,Greator,132.000,2.913,66,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C2z8fncNI0x/,,Meet Your Master,132.000,3.609,69,,,
TRUE,https://www.instagram.com/reel/DBWwPQzJdOB/,,Finanzfluss,131.768,988,6,4,,
TRUE,https://www.instagram.com/greator/reel/C_yDC-AhdQ-/,,Greator,131.000,4.748,54,,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7297274230578728225,,Meet Your Master,130.700,5.602,22,,,
TRUE,https://www.tiktok.com/@greator/video/7164440284527348998,,Greator,130.100,6.678,81,497,1.209,
TRUE,https://www.facebook.com/reel/440760835461737,,Greator,130.000,747,196,320,,
TRUE,https://www.instagram.com/silke.schaefer.astrologie/reel/DA6J4vLq6T2/,,Silke Schäfer,130.000,4.892,65,,,
TRUE,https://www.facebook.com/reel/395674896451295,,Fuat & Marta,130.000,547,25,32,,
TRUE,https://www.tiktok.com/@greator/video/6807823836935982341,,Greator,129.800,13.500,99,595,1.623,
TRUE,https://www.instagram.com/reel/DCW8cbOO_pj/,,Finanzfluss,129.765,1.255,16,5,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7426767013579722016,,Fuat & Marta,129.400,2.420,56,394,1.253,
TRUE,https://www.instagram.com/reel/C_LrmS6pOaB/,,Finanzfluss,129.189,1.023,13,0,,
TRUE,https://www.instagram.com/greator/reel/CgFJsGUs15b/,,Greator,129.000,1.488,20,,,
TRUE,https://www.instagram.com/gereonjoern/reel/C8Clhcmi9Pr/,,Gereon Jörn,129.000,2.696,199,,,
TRUE,https://www.instagram.com/gereonjoern/reel/CsEg-MZNlbB/,,Gereon Jörn,129.000,343,16,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7384465493605829921,,Fuat & Marta,128.400,2.663,49,403,795,
TRUE,https://www.tiktok.com/@greator/video/7398936916390874401,,Greator,128.300,1.130,293,872,352,
TRUE,https://youtube.com/shorts/SBg5IOFUd6E,,Robert Marc Lehmann,128.103,7.048,194,,,
TRUE,https://www.instagram.com/greator/reel/CkghV2IMMAq/,,Greator,128.000,3.516,52,,,
TRUE,https://www.facebook.com/reel/1504070870416258,,Fuat & Marta,128.000,1.989,25,82,,
TRUE,https://www.instagram.com/reel/DAyZbfmMZck/,,Finanzfluss,127.936,1.348,33,1,,
TRUE,https://youtube.com/shorts/15YYrjxwPh8,,Finanzfluss,127.902,3.105,61,,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7300985048214375712,,Meet Your Master,127.600,1.784,32,,,
TRUE,https://www.tiktok.com/@greator/video/7249388662792752389,,Greator,127.200,3.965,59,400,1.065,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7218967713958415621,,Rafael Bettencourt,127.200,3.707,53,174,940,
TRUE,https://www.instagram.com/greator/reel/C0mfjMUN-AC/,,Greator,127.000,2.350,42,,,
TRUE,https://www.instagram.com/greator/reel/CkGrZxSrd4G/,,Greator,127.000,1.577,14,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/CoKuWr-IZf3/,,Meet Your Master,127.000,6.950,76,,,
TRUE,https://www.tiktok.com/@greator/video/7116175913368243462,,Greator,126.400,5.546,43,286,631,
TRUE,https://www.instagram.com/greator/reel/Cg7PrvovDvO/,,Greator,126.000,1.664,16,,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7174824973289196806,,Rafael Bettencourt,125.700,5.318,54,161,1.994,
TRUE,https://www.tiktok.com/@fuat_marta/video/7209713427692932358,,Fuat & Marta,125.400,3.954,103,596,1.069,
TRUE,https://www.tiktok.com/@greator/video/7116567199808212230,,Greator,125.300,3.697,49,416,799,
TRUE,https://www.instagram.com/reel/C_i59f3PtLD/,,Finanzfluss,125.186,1.689,26,9,,
TRUE,https://youtube.com/shorts/QxsfcC07-ao,,Robert Marc Lehmann,125.124,4.959,335,,,
TRUE,https://www.instagram.com/silke.schaefer.astrologie/reel/C9xTEzti9mR/,,Silke Schäfer,125.000,5.141,219,,,
TRUE,https://www.tiktok.com/@greator/video/7252357355956980998,,Greator,124.900,1.719,20,26,184,
TRUE,https://www.instagram.com/reel/C-xMGK6ITEx/,,Finanzfluss,124.884,1.737,38,1,,
TRUE,https://www.instagram.com/reel/C_Bbx4rCQ2T/,,Finanzfluss,124.749,1.425,18,2,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7268685149280242976,,Fuat & Marta,124.200,6.246,50,469,1.244,
TRUE,https://www.instagram.com/reel/DCj0_PSvrz0/,,Finanzfluss,124.159,1.074,17,3,,
TRUE,https://www.instagram.com/greator/reel/Cl1ppOOtV0n/,,Greator,124.000,2.834,15,,,
TRUE,https://www.facebook.com/reel/1138214214207708,,Meet Your Master,124.000,2.400,141,516,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/Cyn5Kxvo4Ad/,,Meet Your Master,124.000,1.530,13,,,
TRUE,https://www.instagram.com/reel/DAtXEu2ICeQ/,,Finanzfluss,123.882,1.151,5,1,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7269427304395279649,,Fuat & Marta,123.100,5.146,34,486,1.336,
TRUE,https://www.instagram.com/greator/reel/CvQJWIrtdGg/,,Greator,123.000,1.716,30,,,
TRUE,https://www.instagram.com/greator/reel/CncbtxisqU3/,,Greator,123.000,2.963,37,,,
TRUE,https://www.instagram.com/greator/reel/ClEnrMztlv5/,,Greator,123.000,2.366,24,,,
TRUE,https://www.instagram.com/reel/DA_nZKRKM5h/,,Finanzfluss,122.116,1.376,11,5,,
TRUE,https://youtube.com/shorts/0oPLPKAS0TE,,Greator,122.084,6.822,88,,,
TRUE,https://www.instagram.com/greator/reel/Clbru7VPhZH/,,Greator,122.000,2.045,21,,,
TRUE,https://www.instagram.com/greator/reel/CjDpHcxPaEB/,,Greator,122.000,2.507,24,,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7220815085453806853,,Rafael Bettencourt,121.800,5.109,113,401,1.237,
TRUE,https://www.tiktok.com/@fuat_marta/video/7427884116932152609,,Fuat & Marta,121.800,867,72,112,258,
TRUE,https://youtube.com/shorts/_p8ZJls_GvE,,Finanzfluss,121.370,3.320,159,,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7277220122069126433,,Meet Your Master,121.100,3.233,38,,,
TRUE,https://youtube.com/shorts/U5Www9wYmqM,,Greator,121.074,6.096,64,,,
TRUE,https://www.instagram.com/greator/reel/Cz_o3pGo8FL/,,Greator,121.000,1.353,62,,,
TRUE,https://www.facebook.com/reel/928660805759495,,Fuat & Marta,121.000,599,72,54,,
TRUE,https://www.facebook.com/reel/1134284321169966,,Fuat & Marta,121.000,775,39,39,,
TRUE,https://www.instagram.com/reel/DBy5GSpi0oR/,,Finanzfluss,120.680,1.173,3,7,,
TRUE,https://www.instagram.com/reel/DBjVc06NGDT/,,Finanzfluss,120.129,900,16,0,,
TRUE,https://www.instagram.com/reel/DBT5Xl8hJLl/,,Finanzfluss,120.114,918,17,0,,
TRUE,https://www.instagram.com/greator/reel/C_kx5oSIkfc/,,Greator,120.000,2.367,76,,,
TRUE,https://www.instagram.com/greator/reel/CiDNQp1LthO/,,Greator,120.000,1.597,20,,,
TRUE,https://www.tiktok.com/@greator/video/7346999613506719008,,Greator,120.000,1.990,95,153,413,
TRUE,https://www.instagram.com/reel/C-dEPyhNvcF/,,Finanzfluss,119.803,1.391,22,1,,
TRUE,https://www.tiktok.com/@greator/video/7137688060958936325,,Greator,119.800,5.042,38,386,1.167,
TRUE,https://www.tiktok.com/@greator/video/7416417352415218976,,Greator,119.700,3.282,41,608,1.216,
TRUE,https://youtube.com/shorts/Yl5FGhjB0gU,,Finanzfluss,119.237,2.645,26,,,
TRUE,https://www.instagram.com/greator/reel/Ck5TYIvKFWk/,,Greator,119.000,3.244,57,,,
TRUE,https://www.instagram.com/greator/reel/CifLfNBoCaF/,,Greator,119.000,1.912,41,,,
TRUE,https://www.facebook.com/reel/397290409992377,,Greator,119.000,677,54,130,,
TRUE,https://www.facebook.com/reel/356153784104884,,Greator,119.000,1.192,225,542,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7430409800128761120,,Finanzfluss,119.000,2.212,55,,,
TRUE,https://www.instagram.com/reel/C_qUb6LKhwe/,,Finanzfluss,118.211,1.445,30,0,,
TRUE,https://www.instagram.com/reel/C-8SRm5oZhn/,,Finanzfluss,118.178,1.048,30,2,,
TRUE,https://www.instagram.com/reel/C_YRtxEpZPI/,,Finanzfluss,118.174,1.284,16,0,,
TRUE,https://www.instagram.com/greator/reel/Chulm8TtR1r/,,Greator,118.000,1.589,20,,,
TRUE,https://www.instagram.com/greator/reel/Cg4b7HrPYPZ/,,Greator,118.000,1.081,40,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7316941694480469281,,Fuat & Marta,117.900,1.112,112,91,253,
TRUE,https://www.instagram.com/reel/C_a3pH5ol-4/,,Finanzfluss,117.607,1.145,16,0,,
TRUE,https://youtube.com/shorts/OHLrVKyUTe4,,Finanzfluss,117.392,3.572,101,,,
TRUE,https://www.facebook.com/reel/446023024718443,,Greator,117.000,1.301,90,237,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C7jrjPHouAX/,,Meet Your Master,117.000,2.722,88,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7263490035679268128,,Fuat & Marta,116.900,5.668,67,396,1.284,
TRUE,https://www.instagram.com/reel/DA9ClaBhPtD/,,Finanzfluss,116.841,1.622,6,5,,
TRUE,https://youtube.com/shorts/_c3nG3J0HrU,,Greator,116.573,1.743,41,,,
TRUE,https://youtube.com/shorts/7nS1Gx5BB1U,,Greator,116.502,2.326,38,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7290579263768562976,,Fuat & Marta,116.500,2.940,100,384,803,
TRUE,https://www.tiktok.com/@fuat_marta/video/7188190483385011462,,Fuat & Marta,116.300,2.230,80,407,612,
TRUE,https://www.tiktok.com/@fuat_marta/video/7195612192408915205,,Fuat & Marta,116.200,1.322,42,382,362,
TRUE,https://youtube.com/shorts/jCEcYCrq1Fo,,Finanzfluss,116.091,2.733,170,,,
TRUE,https://www.instagram.com/greator/reel/C7Ec4qhqbs6/,,Greator,116.000,2.562,75,,,
TRUE,https://www.instagram.com/greator/reel/CnkKf9foav-/,,Greator,116.000,1.949,37,,,
TRUE,https://www.tiktok.com/@greator/video/7132152640389090566,,Greator,116.000,2.019,48,191,393,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7394114283459595553,,Meet Your Master,115.900,1.578,50,,,
TRUE,https://www.instagram.com/reel/DCubRxftGq0/,,Finanzfluss,115.706,1.382,9,3,,
TRUE,https://www.tiktok.com/@finanzfluss_official/video/7429729435445759264,,Finanzfluss,115.100,2.704,131,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7227865693000191238,,Fuat & Marta,115.100,1.636,140,224,379,
TRUE,https://www.instagram.com/silke.schaefer.astrologie/reel/DBwVcXEK34i/,,Silke Schäfer,115.000,3.034,43,,,
TRUE,https://www.facebook.com/reel/978443513746304,,Gereon Jörn,115.000,334,26,25,,
TRUE,https://www.facebook.com/reel/862463652388653,,Fuat & Marta,115.000,1.280,40,75,,
TRUE,https://www.instagram.com/fuat_marta/reel/DAi97KqJFtw/,,Fuat & Marta,115.000,1.647,18,,,
TRUE,https://youtube.com/shorts/5kFyNi1kV7w,,Finanzfluss,114.519,3.039,100,,,
TRUE,https://www.tiktok.com/@greator/video/7216733167548501254,,Greator,114.500,3.707,49,434,1.085,
TRUE,https://www.tiktok.com/@greator/video/7236771763332386054,,Greator,114.200,3.767,32,443,1.112,
TRUE,https://www.instagram.com/reel/C_dc-ClM2ee/,,Finanzfluss,114.005,1.686,23,2,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7281673172263488800,,Meet Your Master,113.900,2.663,13,,,
TRUE,https://youtube.com/shorts/Vdc7jf4IgQs,,Finanzfluss,113.726,2.557,51,,,
TRUE,https://www.instagram.com/reel/C_I3NV3s9dH/,,Finanzfluss,113.466,878,36,1,,
TRUE,https://www.instagram.com/greator/reel/C1FLFFrN3Zz/,,Greator,113.000,886,97,,,
TRUE,https://www.instagram.com/greator/reel/Cvco62KoMP7/,,Greator,113.000,1.903,103,,,
TRUE,https://www.instagram.com/greator/reel/CuXGybEqG4a/,,Greator,113.000,1.733,30,,,
TRUE,https://www.facebook.com/reel/3622669748012107,,Meet Your Master,113.000,709,15,18,,
TRUE,https://www.instagram.com/reel/C-afwX-q9fo/,,Finanzfluss,112.964,1.313,18,0,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7387431664655322400,,Fuat & Marta,112.700,7.201,217,2.658,1.638,
TRUE,https://youtube.com/shorts/WgLCn2D0kGQ,,Finanzfluss,112.511,2.475,42,,,
TRUE,https://www.instagram.com/reel/DCcT4Gdx738/,,Finanzfluss,112.468,749,15,1,,
TRUE,https://www.instagram.com/greator/reel/C011PF9tM_f/,,Greator,112.000,1.836,36,,,
TRUE,https://www.instagram.com/greator/reel/CiStyBgJBhX/,,Greator,112.000,2.365,46,,,
TRUE,https://www.instagram.com/meetyourmaster.de/reel/C7hHMVKhK9b/,,Meet Your Master,112.000,1.795,15,,,
TRUE,https://www.facebook.com/reel/3847229435562143,,Gereon Jörn,112.000,1.490,122,387,,
TRUE,https://www.instagram.com/reel/DBRpK4DPe2K/,,Finanzfluss,111.764,714,6,1,,
TRUE,https://www.tiktok.com/@meetyourmaster.de/video/7356261348663151905,,Meet Your Master,111.600,8.049,68,,,
TRUE,https://www.instagram.com/reel/DAEYonpIHNH/,,Finanzfluss,111.425,1.097,5,5,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7337722493471329568,,Fuat & Marta,111.200,725,141,80,202,
TRUE,https://www.instagram.com/greator/reel/CxDn9XlqIBT/,,Greator,111.000,2.894,38,,,
TRUE,https://www.instagram.com/greator/reel/CvFdDIDK-4X/,,Greator,111.000,1.626,37,,,
TRUE,https://www.instagram.com/greator/reel/Cisfn1cMdix/,,Greator,111.000,2.243,24,,,
TRUE,https://www.instagram.com/silke.schaefer.astrologie/reel/C-20w7ZB5yR/,,Silke Schäfer,111.000,4.473,81,,,
TRUE,https://www.instagram.com/reel/DBHA7bsN768/,,Finanzfluss,110.886,857,21,0,,
TRUE,https://www.tiktok.com/@rafaelbettencourt2/video/7172239533940018438,,Rafael Bettencourt,110.800,3.527,50,66,797,
TRUE,https://www.tiktok.com/@greator/video/7135432242310171910,,Greator,110.300,9.098,50,320,2.144,
TRUE,https://www.tiktok.com/@greator/video/7205631543581166854,,Greator,110.200,8.745,175,1,1.596,
TRUE,https://www.instagram.com/p/C0MeEpwoWqw,,Lea Ernst,110.000,745,22,,,
TRUE,https://www.instagram.com/greator/reel/DAwHwHkIR_d/,,Greator,110.000,4.170,29,,,
TRUE,https://www.instagram.com/greator/reel/C0hY7LctoqT/,,Greator,110.000,733,19,,,
TRUE,https://www.instagram.com/greator/reel/C0MeEpwoWqw/,,Greator,110.000,745,22,,,
TRUE,https://www.instagram.com/silke.schaefer.astrologie/reel/C9NQciqJ30g/,,Silke Schäfer,110.000,3.569,39,,,
TRUE,https://www.instagram.com/reel/DAwHwHkIR_d/,,Leander Greitemann,110.000,4.200,29,,,
TRUE,https://youtube.com/shorts/kgp_BC1qVQ8,,Finanzfluss,109.641,2.337,110,,,
TRUE,https://www.instagram.com/greator/reel/DCE644ltuCV/,,Greator,109.000,1.808,15,,,
TRUE,https://www.instagram.com/greator/reel/DA6dcj3hChv/,,Greator,109.000,1.732,24,,,
TRUE,https://www.instagram.com/greator/reel/C2kf8yQNP5m/,,Greator,109.000,1.832,61,,,
TRUE,https://www.instagram.com/greator/reel/ClvYDTPKo9w/,,Greator,109.000,2.816,49,,,
TRUE,https://www.facebook.com/reel/1286161275415854,,Meet Your Master,109.000,796,15,183,,
TRUE,https://youtube.com/shorts/LTrem0G_6XI,,Finanzfluss,108.711,2.640,41,,,
TRUE,https://www.tiktok.com/@fuat_marta/video/7254893240590077210,,Fuat & Marta,108.600,5.282,56,547,1.197,
TRUE,https://www.instagram.com/reel/DA6JF5MiUkX/,,Finanzfluss,108.528,1.101,13,1,,
TRUE,https://www.instagram.com/reel/C-sig1RhSpA/,,Finanzfluss,108.490,1.687,27,0,,
TRUE,https://youtube.com/shorts/WQ3OfOY_e6A,,Finanzfluss,108.011,2.165,88,,,
TRUE,https://www.instagram.com/greator/reel/DAnoo98h3Vy/,,Greator,108.000,1.826,30,,,
TRUE,https://www.instagram.com/greator/reel/C8fmK3MpE5e/,,Greator,108.000,2.185,112,,,
TRUE,https://www.instagram.com/greator/reel/C7PGouFNG4E/,,Greator,108.000,1.192,20,,,
TRUE,https://www.instagram.com/greator/reel/C0rpAv9NbuQ/,,Greator,108.000,680,20,,,
TRUE,https://www.instagram.com/greator/reel/Cz3-f8ZNrCK/,,Greator,108.000,914,21,,,
TRUE,https://www.instagram.com/greator/reel/CstiG3_KPh-/,,Greator,108.000,2.509,42,,,
TRUE,https://www.instagram.com/greator/reel/Ci2wzKvI8Zm/,,Greator,108.000,1.600,3,,,
TRUE,https://www.instagram.com/greator/reel/CivAzRQL_nZ/,,Greator,108.000,1.129,8,,,
TRUE,https://www.facebook.com/reel/432282312512918,,Meet Your Master,108.000,885,20,51,,
TRUE,https://www.tiktok.com/@greator/video/7143641394022862086,,Greator,107.700,5.202,36,1,1.127,
TRUE,https://youtube.com/shorts/hEAIiHS24_I,,Greator,107.647,3.255,53,,,
TRUE,https://youtube.com/shorts/3qFxHXrkwEY,,Finanzfluss,107.623,3.083,82,,,
TRUE,https://www.instagram.com/reel/DBrgqqJsaQp/,,Finanzfluss,107.436,930,6,1,,
TRUE,https://www.instagram.com/reel/DBomXk2B387/,,Finanzfluss,107.347,674,13,1,,
TRUE,https://youtube.com/shorts/VEeldpp7heE,,Finanzfluss,107.296,2.625,70,,,
TRUE,https://www.facebook.com/reel/220597624337263,,Fuat & Marta,107.000,535,104,82,,
TRUE,https://youtube.com/shorts/-0VlC33-xTc,,Greator,106.667,2.074,216,,,
TRUE,https://www.instagram.com/reel/C_V-NDuodbK/,,Finanzfluss,106.332,1.137,5,0,,
TRUE,https://www.tiktok.com/@greator/video/7259036965318741275,,Greator,106.200,4.590,29,392,1.250,
TRUE,https://youtube.com/shorts/gY3fFy4OKdc,,Meet Your Master,106.014,1.566,11,,,
TRUE,https://www.instagram.com/greator/reel/CwiJotXKRdK/,,Greator,106.000,986,23,,,
TRUE,https://www.instagram.com/greator/reel/Cu7J8AHKIHe/,,Greator,106.000,975,22,,,
TRUE,https://www.instagram.com/greator/reel/CmmXAnZNWx7/,,Greator,106.000,2.004,28,,,
TRUE,https://www.instagram.com/greator/reel/CM9VF04iGoB/,,Greator,106.000,3.089,97,,,
TRUE,https://www.facebook.com/reel/842506477900044,,Meet Your Master,106.000,520,51,10,,
